Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,alpha,l1_ratio,mae,r2,rmse
2023-02-05 20:30:03,2.2s,3969d2718d924085a123afe51af43e83,LRmodel,LOCAL,demo/demo.py,Vaasu Bisht,FINISHED,0.9,0.1,0.596936723385905,0.16943586313742254,0.7656313758553693
2023-02-05 20:29:55,2.2s,8af17a7f6cd94e64a1a079e1a4d25c45,LRmodel,LOCAL,demo/demo.py,Vaasu Bisht,FINISHED,0.9,0.01,0.5804628417886062,0.20257833057388752,0.7502001591170284
2023-02-05 20:29:45,2.2s,c4013e46e7824726b65ed8b5e0aee99c,LRmodel,LOCAL,demo/demo.py,Vaasu Bisht,FINISHED,0.9,0.001,0.5784000900912776,0.20710062685937602,0.7480698864934505
